title,time,categories,content
"Besok, Pemerintah Lelang Sukuk Negara dengan Target Rp 10 Triliun","28/09/2020, 11:55 WIB",NEWS,"Pemerintah akan kembali melelang Surat Berharga Syariah Negara (SBSN) atau Sukuk Negara pada Selasa (29/19/2020).,Berdasarkan siaran pers Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko (DJPPR) Kementerian Keuangan, yang dikutip Kompas.com, Jakarta, Senin (28/9/2020), ada 6 seri sukuk negata yang akan dilelang.,Rincian seri sukuk yang dilelang yakni SPN-S 02032021, PBS-027, PBS-026, PBS-003, PBS-025 dan PBS-028.,""Lelang untuk memenuhi sebagian dari target pembiayaan dalam APBN 2020,"" tulis DJPPR. ,Tanggal jatuh temponya mulai 2 Maret 2021 hingga 15 Oktober 2046. Sementara itu imbalan yang ditawarkan mulai diskonto hingga 8,37 persen.,Pemerintah menetapkan target indikatif  , kali ini Rp 10 triliun.,SBSN seri SPN-S akan diterbitkan menggunakan akad Ijarah Sale and Lease Back dengan mendasarkan pada fatwa Dewan Syariah Nasional – Majelis Ulama Indonesia (DSN-MUI) nomor 72/DSN-MUI/VI/2008.,Sedangkan SBSN seri PBS menggunakan akad Ijarah Asset to be Leased dengan mendasarkan pada fatwa DSN-MUI nomor 76/DSN-MUI/VI/2010.,DJPPR menyampaikan lelang SBSN akan dilaksanakan dengan menggunakan sistem pelelangan yang diselenggarakan oleh Bank Indonesia sebagai Agen Lelang SBSN.,Lelang bersifat terbuka (open auction) dan menggunakan metode harga beragam (multiple price).,Pada prinsipnya, semua pihak, baik investor individu maupun institusi, dapat menyampaikan penawaran pembelian (bids) dalam lelang.,Namun dalam pelaksanaannya, penyampaian penawaran pembelian harus melalui Dealer Utama yang telah mendapat persetujuan dari Kementerian Keuangan."
"Tukang Becak Positif Covid-19 di Tegal Keluyuran Bawa Penumpang, Desakan Ekonomi hingga Dibantu Warga","28/09/2020, 11:55 WIB",HYPE," - Seorang  ,  , tanpa gejala klinis di Kota Tegal, Jawa Tengah, sempat membuat warga sekitar rumahnya ketakutan karena sempat keluar rumah membawa penumpang ke pasar. , Pria berinisial SHT (53) warga RW 5, Kelurahan Debong Tengah, Kecamatan  ,Selatan itu awalnya harus menarik becak karena terdesak kebutuhan ekonomi.,Hingga akhirnya aparat dan warga bersama-sama membantu kebutuhan hidupnya., Camat Tegal Selatan Sartono Eko Saputro mengatakan, SHT sedang menjalani isolasi mandiri di rumahnya karena terkonfirmasi positif Covid-19., ""Dia punya langganan pedagang tempe pasar. Sepulang narik, kita bersama aparat Babinsa datang untuk menggembok becaknya, agar tidak lagi keluar rumah,"" kata Sartono, sata dihubungi ,, Senin (28/9/2020)., Sartono mengatakan, saat itu SHT mengaku keluar rumah mengantarkan penumpang selain karena merasa sehat atau sebagai orang tanpa gejala (OTG), juga karena terdesak kebutuhan ekonomi., ""Malamnya langsung kita berikan bantuan pokok sesuai yang disampaikan sebagai kebutuhannya. Baik bahan makanan, pampers, dan lainnya melalui program Jogo Tonggo,"" kata dia., Menurut Sartono, akibat kejadian itu, sempat membuat warga sekitar ketakutan.,Termasuk dirinya yang saat itu harus berkomunikasi langsung untuk membujuk dan mendengarkan keluhan SHT., ""Semua orang tentu khawatir kalau ada yang positif keluar rumah. Saya juga. Namun saya harus komunikasi, dengan prokes saya ngobrol langsung agar kemauan yang bersangkutan tersampaikan,"" kata dia., Menurut Sartono, SHT saat ini masih menjalani isolasi mandiri di rumahnya.,""Saat ini masih menjalani isolasi mandiri, kalau tidak salah hari ini keliatannya sudah selesai untuk masa isolasinya,"" tambahnya. , Menurut Sartono, warga meski sempat ketakutan, bukan berarti tak peduli. Bahkan banyak tetangganya secara suka rela mengirimkan makanan setiap hari. Hal itu sebagai bentuk empati., ""Pagi, siang, malam warga mengantarkan makanan. Bahkan sampai ada yang mengirimkan sate kambing. Alhamdulillah dari warga juga sengkuyung,"" kata dia. , Ketua RW 5, Debong Tengah, Tegal Selatan, Zuhrotunisa mengemukakan, peristiswa SHT keluar rumah membawa penumpang terjadi pada Jumat (18/9/2020) lalu., Selain SHT, ada anggota keluarga SHT dan tetangganya di lingkungan itu yang positif Covid-19.,""Hari Sabtu kemarin ada penambahan lagi positif, anaknya yang laki-laki. Di depan (rumahnya) juga ada positif. Jadi di Jalan Semarang ada enam orang yang positif,"" ujarnya."
"Keterisian RS Covid-19 di Riau, Banten, Bali, dan Jakarta Lampaui Standar WHO","28/09/2020, 11:55 WIB",HYPE," - Pemerintah mengakui,  , ICU dan ruang isolasi  , rujukan  , di empat provinsi sudah melewati standar aman dari Badan Kesehatan Dunia ( ,). Empat provinsi tersebut yakni Riau, Banten, DKI Jakarta, dan Bali. ,Ini diketahui berdasarkan data yang dipaparkan Ketua Komite Penanganan Covid-19 dan Pemulihan Ekonomi Nasional Airlangga Hartarto, Senin (28/9/2020). ,  , RS Covid-19 di Provinsi Riau mencapai 73 persen, melewati batas aman WHO yakni 60 persen.,Begitu juga di Provinsi Banten. Tingkat okupansi RS rujukan mencapai 68 persen. Sementara itu, okupansi RS di Bali mencapai 62 persen. Adapun okupansi RS di ibu kota DKI Jakarta 61 persen., Meski demikian, Airlangga menekankan bahwa okupansi RS Covid-19 secara nasional masih di bawah batas maksimal WHO.,Dari kapasitas nasional 46.705 tempat tidur, yang dipakai baru 21.619. , ""Dilaporkan secara nasional keterisian tempat tidur ICU dan isolasi secara nasional, , rate 46,29 persen,"" kata Airlangga dalam keterangan pers virtual usai rapat dengan Presiden Jokowi. , ""Secara nasional di bawah standar WHO 60 persen,"" kata dia. , Airlangga menegaskan bahwa pemerintah terus berupaya menambah kapasitas tempat tidur rumah sakit, baik untuk ruangan ICU atau pun ruang isolasi.,Hal ini khususnya akan dilakukan di provinsi dengan okupansi tempat tidur yang tinggi. , Selain itu, pemerintah terus menambah fasilitas isolasi mandiri untuk orang tanpa gejala, termasuk dengan bekerjasama dengan hotel., ,Pemerintah juga sudah meminta semua rumah sakit untuk menerapkan standar yang sama dalam menangani pasien Covid-19, sesuai yang telah ditetapkan Kemenkes. , ""Ini strategi pemerintah untuk menurunkan angka kematian,"" kata dia. , Kasus Covid-19 di Indonesia masih bertambah sampai Minggu (27/9/2020).,Berdasarkan data pemerintah, masih ada penambahan 3.874 kasus baru Covid-19. Penambahan itu menyebabkan total ada 275.213 kasus Covid-19 di tanah air. , Dari jumlah itu, pasien sembuh sebesar 203.014 orang. Sementara itu, pasien meninggal dunia 10.386 orang. , , "
"Berita Transfer, PSG dan Arsenal Tertarik Pinjam Jorginho","28/09/2020, 11:55 WIB",HYPE," - Dua klub top Eropa, Paris Saint-Germain dan  ,, tertarik meminjam  , dari Chelsea.,Kabar ini disampaikan oleh media asal Perancis, ,Koresponden , Saber Desfarges, menegaskan Arsenal dalam posisi terdepan untuk mendapatkan jasa Jorginho.,Sementara itu,  , yang sudah memiliki dua pemain Italia, yakni Marco Verratti dan Alessandro Florenzi, ingin menambah pemain Italia ke dalam skuad dengan mendatangkan Jorginho.,Namun, seperti yang dilansir dari ,, opsi peminjaman tampaknya tidak mungkin terjadi pada musim panas ini.,Sebab, Chelsea setidaknya menginginkan 50 juta euro untuk Jorginho.,Adapun Jorginho merupakan bawaan pelatih Maurizio Sarri pada 2018.,Namun, Sarri kemudian memutuskan hijrah ke Juventus semusim berikutnya.,Sejauh ini, Jorginho telah tampil 100 kali bagi Chelsea di semua kompetisi, mengemas 10 gol dan tiga , serta mengantarkan The Blues menjuarai Liga Europa 2018-2019."
"Sinopsis Film The Butler, Kisah Pelayan Gedung Putih di Masa Rasisme","28/09/2020, 11:44 WIB",NEWS," merupakan film drama sejarah Amerika tahun 2013 yang disutradarai Lee Daniels dan naskahnya ditulis Danny Strong.,Film ini diangkat dari kehidupan nyata Eugene Allen yang bekerja di Gedung Putih selama sekitar 34 tahun.,Eugene Allen adalah seorang keturunan Afrika-Amerika yang menjadi saksi peristiwa politik dan sosial terkenal pada abad ke-20.,Film yang dirilis secara teatrikal oleh The Weinstein Company pada 16 Agustus 2013 ini sekarang dapat disaksikan di  ,.,mengikuti kisah Cecil Gaines (Forest Whitaker) yang tumbuh besar pada era 1920-an.,Ayah dan ibunya adalah budak di sebuah perkebunan kapas milik orang kulit putih.,Kehidupan sederhana mereka mendapat guncangan setelah ibu Cecil, Hattie Pearl (Mariah Carey), diperkosa putra majikan, sementara ayahnya dibunuh orang yang sama.,Nenek dari pemilik ladang kapas merasa kasihan sehingga mengangkat Cecil sebagai pelayan yang bekerja di dalam rumah.,Berbekal pelajaran itulah Cecil memutuskan pergi dari ladang kapas ketika beranjak remaja.,Keberuntungan ternyata masih berpihak pada dirinya.,DI luar perkebunan kapas, Cecil bertemu mentor yang mengajarkan dirinya untuk menjadi seorang pelayan baik.,Kemudian, Cecil mendapatkan pekerjaan di sebuah hotel mewah di Washington DC.,Kualitas kerjanya yang baik membuat Cecil mendapatkan pekerjaan di Gedung Putih.,Di sana, ia menjadi seorang , atau kepala pelayan pria yang mengabdi selama delapan masa jabatan presiden Amerika sejak 1950.,Di tengah-tengah masa pelayanan di Gedung Putih, terjadi beberapa konflik yang melibatkan Cecil.,Mulai dari masalah keluarga yang hampir berantakan hingga isu rasisme yang menakutkan.,Bagaimana Cecil menghadapi rintangan tersebut?,Saksikan kisah Cecil dalam film ,di Mola TV.,Film ,dibintangi Forest Whitaker, Lenny Kravitz, Mariah Carey, Oprah Winfrey, Robin Williams, David Oyelowo, Alan Rickman, dan Cuba Gooding Jr."
"Survei: Ada Pandemi, Konsumen Lebih Pilih Brand Lokal, Gojek Teratas","28/09/2020, 11:33 WIB",EDUKASI," ,  , muncul sebagai perusahaan lokal yang sangat digemari  ,. Ini berdasarkan sebuah survei teranyar.,Dalam survei yang dilakukan Blackbox, sebuah lembaga survei yang berbasis di Singapura, bersama Toluna bertajuk , yang dirilis baru-baru ini, terdapat perubahan yang signifikan pada perilaku konsumen dalam beberapa bulan ini.,Hal ini terjadi akibat meningkatnya kencenderungan untuk beraktivitas belanja secara online dan penggunaan aplikasi berbasis digital.,Sementara itu, kecintaan konsumen terhadap  ,, seperti Gojek, semakin menguat selama pandemi.,Dalam survei itu, 8 dari 10 responden yang disurvei di Indonesia (91 persen) mengaku akan lebih memilih menggunakan brand asli Indonesia daripada brand asing.,Gojek dalam studi itu muncul sebagai brand lokal yang paling digemari di Indonesia karena paling membantu konsumen, memberi solusi bagi kebutuhan konsumen, dan proaktif dalam melakukan insiatif positif selama pandemi Covid-19.,Dalam hal brand terfavorit di Indonesia, brand Gojek difavoritkan bersama Google dan Unilever.,“Asal negara menjadi salah satu tren konsumsi yang berpotensi berubah di saat pandemi Covid-19. Para pebisnis harus mengerti hal ini bahwa dengan posisi ASEAN sebagai hub bagi lalu-lintas perdagangan regional maupun internasional, maka perubahan preferensi konsumen sangat penting untuk dipahami,"" tulis Blackbox dalam laporannya.,""Apalagi, dengan adanya pandemi ini, akan terjadi penguatan pilihan konsumen terhadap brand lokal dan regional daripada brand internasional, yang berarti munculnya nasionalisme. Hal ini akan menguntungkan brand lokal untuk mendorong pemasaran dan produknya,” demikian bunyi laporan tersebut.,Dalam studi tersebut, Blackbox melibatkan 4.780 responden di Singapura, Malaysia, Indonesia, Vietnam, Thailand, dan Filipina.,Menurut Yashan Cama, International Commercial Director of Blackbox Research, dukungan bagi brand Gojek sebagian besar disebabkan pemakaian berbagai layanan yang tercakup dalam ekosistem Gojek maupun mitranya sangat umum di Indonesia., ,Selain itu, lanjutnya, sentimen terhadap brand Gojek sangat positif, sebagaimana ditunjukkan oleh Gojek melalui didirikannya Gojek Partner Support Fund (Dana Bantuan Mitra Gojek) untuk mendukung ketahanan ekonomi selama masa pandemi.,“Kata ‘internasional’ ke depannya mungkin akan menjadi aneh. Gojek adalah contoh nyata bagaimana rasa nasionalisme itu menjadi salah satu faktor yang dipertimbangkan dalam pemilihan brand oleh konsumen,"" kata Cama dalam keterangannya, Senin (28/9/2020).,Menurut dia, konsumen mulai berpikir untuk mendukung kemajuan perekonomian negaranya dan hal itu ditunjukkan dari brand yang dipilihnya dalam berbelanja.,""Lagipula, ini bukan soal dukungan bagi brand lokal saja, tapi juga menunjukkan bagaimana sebuah brand lokal bisa berdampak signifikan bagi bangsanya melalui dukungannya terhadap perekonomian. Inilah mengapa masyarakat Indonesia ingin Gojek bisa terus bertahan maju,” jelas Cama.,Untuk itu, lanjut dia, perusahaan asing yang ingin berkompetisi di ranah lokal, mereka perlu mengkaji portofolio brand mereka dan sungguh-sungguh mempertimbangkan bagaimana mereka dapat melokalisasi brand mereka agar dapat mewakili nilai-nilai yang paling diapreasiasi oleh konsumen Indonesia."
Cara Mudah Cegah Kaca Mobil Berjamur di Musim Hujan,"28/09/2020, 11:33 WIB",EDUKASI," - Munculnya waterspot atau  , pada bagian kaca kerap dialami oleh pemilik mobil. Apalagi, di saat musim  , seperti sekarang ini.,Adanya jamur pada kaca  ,akan membuat visibilitas atau pandangan pengemudi menjadi terganggu. Sebab, jika  , sudah berjamur, meskipun kondisi hujan kemudian kaca disapu oleh wiper akan tetap ada.,Untuk menghilangkan jamur tersebut, harus menggunakan cairan khusus. Jika malas melakukannya, bisa dibawa ke salon khusus mobil.,Namun, tentunya akan lebih baik untuk mencegah daripada harus mengobati. Pencegahannya sangat mudah, yakni dengan cara merawat kaca tersebut dengan benar.,Sapta Agung Nugraha, Kepala Bengkel Auto2000 Bekasi Barat, mengatakan, paling penting harus rajin mencuci kaca dan mengelapnya sampai benar-benar kering.,""Pantangan paling utama, jangan sering atau terlalu lama membiarkan air yang menempel di kaca kering dengan sendirinya. Efeknya, kaca mobil menjadi cepat berjamur atau timbul bercak,"" ujar Sapta, kepada Kompas.com, beberapa waktu lalu.,Sapta menambahkan, setelah kena hujan, bilas dulu menggunakan air bersih. Kemudian, bersihkan dan lap sampai benar-benar kering untuk seluruh permukaan kaca.,Intinya, jangan malas untuk mencuci atau membilas kaca mobil dan mengelapnya hingga kering, untuk mencegah timbulnya jamur."
"Sering Didatangi Warga Selama PSBB, Taman Spot Budaya Dukuh Atas Dipasang Garis Pembatas","28/09/2020, 11:33 WIB",EDUKASI," Taman Spot Budaya di  ,, Jalan Jenderal Sudirman, Jakarta dipasangi garis pembatas oleh Suku Dinas Pertamanan dan Hutan Jakarta Selatan pada Minggu (28/9/2020) malam., Pemasangan garis pembatas dilakukan karena banyak masyakat yang beraktivitas di Taman Spot Budaya pada masa Pembatasan Sosial Berskala Besar., ""Baru kemarin dipasang. Itu di sana ramai masyarakat. Kalau enggak ada penyegelan, masyarakat enggak tahu kalau taman semua ditutup pada masa PSBB,” kata Kepala Suku Dinas Pertamanan dan Hutan Kota Jakarta Selatan, Winarto pada Senin (28/9/2020) pagi., Pemasangan garis pembatas tersebut merupakan tindak lanjut dari laporan masyarakat dan Kecamatan Setiabudi. Pemasangan garis pembatas dibantu oleh pihak Satpol PP Setiabudi dan Kecamatan Setiabudi., ""Pada prinsipnya semua taman ditutup saat PSBB. Kegiatan apa pun di taman selama masa PSBB dilarang,” ujar Winarto., Pemerintah Provinsi (Pemprov) DKI Jakarta melarang sejumlah fasilitas publik beroperasi selama pembatasan sosial berskala besar (PSBB) pengetatan., Gubernur Anies Baswedan tak mengizinkan operasional tempat pariwisata, taman rekreasi, hingga tempat hiburan., Anies juga melarang kegiatan yang mengundang kerumunan warga di taman kota atau fasilitas-fasilitas publik., ""Begitu juga taman kota, RPTRA, fasilitas-fasilitas umum yang terkait dengan pengumpulan orang itu ditutup. Yang keempat adalah sarana olahraga publik olahraga dilakukan secara mandiri di lingkungan masing-masing,"" ujar Anies beberapa waktu lalu., Seperti diketahui, PSBB pengetatan diberlakukan selama dua pekan mulai 14 hingga 27 September 2020., Penerapan PSBB pengetatan mengacu pada Pergub Nomor 88 tahun 2020 terkait perubahan Pergub Nomor 33 tahun 2020 tentang PSBB. Pergub Nomor 88 tahun 2020 diterbitkan tanggal 13 September 2020."
"Waspada, Konsumsi Teh Boba Berlebihan Picu Berbagai Masalah Kesehatan","28/09/2020, 11:17 WIB",NEWS," , atau  , menjadi minuman kekinian yang digemari milenial.,Meski rasanya lezat dan menyegarkan, terlalu banyak mengonsumsi teh boba bisa mengakibatkan berbagai gangguan kesehatan.,Mengutip wawancara , dengan ahli diet dari New Jersey, Hilary Cecere, satu-satunya bahan menyehatkan untuk membuat , hanyalah teh.,Selain itu, rata-rata bahan yang digunakan bisa berbahaya bagi kesehatan, khususnya bahan tapioka untuk membuat bola-bola kecil yang kita sebut boba.,Umumnya, teh boba terbuat dari susu, gula, dan tapioka. Sedangkan bagian boba, atau bola-bola kecil, dalam minuman kekinian itu terbuat dari pati yang diekstrak dari umbi singkong.,Itu sebabnya, boba mengandung karbohidrat tinggi tetapi bukan karbohidrat sehat yang kaya akan serat seperti dalam biji-bijian.,Boba biasanya dimasak dalam air panas dalam waktu lama. Proses memasak juga ditambahkan pemanis buatan. Dalam satu porsi boba, bisa mengandung 160 kalori.,""Dengan semua bahan olahan itu, kalori dalam teh boba bisa mencapai 400,"" ucap Cecere.,Padahal, konsumsi kalori yang tinggi bisa memicu obesitas dan memicu berbagai penyakit kronis.,Kandungan gula yang tinggi pada teh boba juga bisa mengakibatkan lonjakan insulin, yang merupakan faktor risiko diabetes.,Mengutip laman Health Essenstials, konsumsi teh boa juga bisa memperburuk kesehatan kulit.,Berikut berbagai  , untuk kulit:,Konsumsi boba tea yang berlebihan menyebabkan munculnya jerawat.,Pasalnya, teh boba bisa menyebabkan ketidakseimbangan hormon dan menghasilkan panas ekstrim dalam tubuh yang memicu munculnya jerawat.,Kandungan gula yang tinggi pada teh boba memicu lonjakan insulin. Kondisi ini bisa membuat kadar gula dalam darah tidak seimbang dan mengakibatkan inflamasi.,Inflamasi juga bisa memperburuk infeksi dan peradangan kulit seperti eksim, rosacea, psoriasis, dan jerawat.,Kandungan gula dan karbohidrat yang tingi juga bisa meningkatkan proses glikasi tubuh.,glikasi adalah proses perekatan glukosa dan protein untuk membentuk zat baru yang disebut EGEs.,EGEs bisa melemahkan serat elastin dan kolagen pada kulit. Akibatnya, kulit mudah mengalami kerutan dan penuaan dini."
"Ditambah Aceh dan Bali, Kini Ada 10 Provinsi Prioritas Penanganan Covid-19","28/09/2020, 11:17 WIB",NEWS," - Ketua Satgas Penanganan  , Doni Monardo mengusulkan  , dan  , masuk ke dalam  ,  , penanganan Covid-19. ,Sebab, telah terjadi peningkatan kasus harian Covid-19 di dua provinsi tersebut dalam beberapa waktu terakhir.,""Kami usulkan tambahan dua provinsi yaitu, Bali dan Aceh karena peningkatan (kasus) yang cukup tinggi,"" ujar Doni dalam konferensi pers virtual usai rapat dengan Presiden Joko Widodo, Senin (28/9/2020).,Adapun delapan provinsi lainnya yakni, DKI Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Sumatera Utara, Kalimantan Selatan, Sulawesi Selatan, dan Papua. ,""Sehingga total semua 10 provinsi,"" sambung Doni.,Jokowi sebelumnya telah menunjuk Doni beserta Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Panjaitan untuk memimpin penanganan Covid-19 di provinsi prioritas.,Juru Bicara Satgas Penanganan Covid-19 Wiku Adisasmito menyebut ada sejumlah target yang sudah ditetapkan Presiden di provinsi prioritas, yakni penurunan penambahan kasus harian, peningkatan angka kesembuhan serta penurunan angka kematian.,""Diminta oleh Presiden agar target ini dapat dicapai dalam waktu dua minggu kedepan,"" kata Wiku dalam keterangan pers, Selasa (15/9/2020) lalu.,Wiku menyebut, untuk mencapai target itu ada beberapa langkah-langkah yang akan dilakukan oleh Doni dan Luhut.,Pertama adalah menyamakan data antara pusat dan daerah dalam rangka untuk pengambilan keputusan cepat.,Kedua, melakukan operasi yustisi untuk penegakan disiplin protokol kesehatan dengan menggunakan peraturan pidana bagi pelanggar.,Ketiga, peningkatan manajemen perawatan pasien Covid-19 untuk menurunkan angka kematian dan meningkatkan kesembuhan.,Keempat, penanganan secara spesifik cluster-cluster Covid-19 di setiap provinsi."
Seri Baru Jadi Ortu: Bagaimana Cara Mencegah Ruam Popok pada Bayi?,"28/09/2020, 11:17 WIB",NEWS," - Ruam  , disebabkan karena kulit yang meradang (dermatitis), biasanya berupa bercak merah di area pantat  ,.,Kondisi ini umumnya terjadi saat popok sangat lembap atau popok terlalu ketat, sehingga menyebabkan lecet pada kulit.,Menurut Dr. dr. Matheus Tatang Puspanjono, Sp.A , M.Klinik Ped, Dokter Spesialis Anak RS Pondok Indah, sebanyak 7-35 persen bayi usia 9-12 bulan pernah mengalami  ,.,“Namun  , tidak perlu cemas, sebab ruam popok dapat dicegah,” ujarnya kepada Kompas Sains.,Dokter Tatang mengatakan, untuk mencegahnya, orangtua perlu mengetahui lebih dulu tiga hal yang menjadi penyebab munculnya ruam popok:,Iritasi terjadi karena gesekan kulit bayi dengan permukaan popok bayi, atau dengan urine maupun feses.,Gesekan dengan popok biasanya terjadi karena popok bayi terlalu ketat, atau terbuat dari bahan yang kurang baik.,Penumpukan urine dan feses terjadi, jika popok bayi tidak segera diganti. Selain itu, sifat pH urine yang basa dapat memperparah iritasi yang terjadi.,Infeksi biasanya muncul saat popok terlalu lama digunakan, sehingga menimbulkan bakteri dan jamur.,Salah satu penyebab infeksi yang paling umum adalah jamur candida albicans. Infeksi juga dapat didahului oleh iritasi.,Apabila bayi alergi terhadap bahan tertentu pada popok bayi atau pewangi dan alkohol pada tisu basah, reaksinya akan segera timbul.,Maka, kenali penyebab alergi yang diderita bayi agar reaksi alergi dapat dihindari.,Tatang menekankan, menjaga kebersihan kulit bayi merupakan langkah utama dalam pencegahan ruam popok.,Jangan terlalu lama menunda penggantian popok sekali pakai (pospak) setelah si kecil buang air kecil (BAK).,“Untuk pospak dengan daya serap tinggi, gantilah pospak setiap 2-3 jam, atau apabila indikator pipis pada pospak sudah berubah warna. Namun, segeralah mengganti popok setelah bayi buang air besar (BAB),” ujarnya.,Namun, jika orangtua menggunakan popok kain, segera ganti popok setelah bayi BAK dan BAB.,Setiap kali mengganti popok, bersihkanlah kemaluan bayi dengan menggunakan kapas yang dibasahi dengan air bersih, atau handuk basah berbahan lembut. Bersihkan dari arah depan (kemaluan) ke belakang (anus).,“Hindari membersihkan alat kelamin bayi dengan arah sebaliknya, karena kotoran dan kuman dari feses dapat masuk ke saluran kemih dan menimbulkan infeksi,” lanjut Tatang.,Selain itu, saat mandi, jangan lupa untuk membersihkan area kelamin dan anus si kecil dengan air hangat dan sabun mandi.,Setelah mandi atau saat mengganti popok, Anda dapat mengoleskan krem khusus ruam popok. Cara ini dapat melindungi kulit bayi dan mencegah iritasi kulit akibat gesekan dan kelembapan berlebih."
Kisah Dukungan Sahabat Saat Pandemi yang Dituangkan dalam Aroma Parfum,"28/09/2020, 11:17 WIB",NEWS," - Masa  , ini membuat banyak orang merasa terpuruk, terutama secara ekonomi dan mental. Tidak hanya pekerja dan pelajar, mereka yang ada di dunia bisnis pun setengah mati mempertahankan usahanya.,Keresahan di awal pandemi juga sempat dirasakan oleh Nouva Puspita, pendiri sekaligus CEO Carl & Claire, brand  , Indonesia yang memiliki lebih dari 40 koleksi wewangian.,Nouva sempat bertanya-tanya, apakah selama pandemi orang tetap akan memakai parfum mengingat mereka bekerja dari rumah? Apakah parfum yang dijualnya akan laku? Bagaimana kalau tidak ada pemasukan?,Semua pikiran yang berkecamuk itu sempat membuat Nouva galau.,Untunglah dalam keresahannya itu Nouva selalu didukung tim dan  ,-sahabatnya. Mereka menguatkan hati Nouva agar terus berusaha dan mencari cara agar usahanya tetap berjalan.,Dan terbukti, lewat berbagai upaya, kekhawatiran Nouva bisa dilalui. Yang lebih membuatnya gembira adalah kenyataan bahwa orang masih memakai dan membeli parfum.,""Meskipun penjualan ke toko menurun, tapi ternyata penjualan online meningkat pesat. Saya baru menyadari rupanya orang tetap memakai wewangian walau di rumah, karena parfum membuat orang lebih baik mood-nya,""ujar Nouva beberapa waktu lalu.,Menurut Nouva, beberapa pelanggannya menggunakan parfum untuk menciptakan suasana hati yang positif, karena aroma tertentu terbukti bisa menenangkan, memberi rasa damai, atau membuat seseorang bersemangat.,Nah, untuk menandai kebangkitan Carl & Claire dari pandemi, Nouva pun mengenangnya dalam dua parfum baru, Essensa dan Natura. Keduanya berisi aroma yang karakternya empowering, mendukung, dan memberi inspirasi.,Mengapa karakter aroma itu yang dipilih?,""Setiap botol eau de parfum ini adalah alat untuk meningkatkan kepercayaan diri, sekaligus ada kenangan pribadi,"" lanjut Nouva yang meluncurkan seri ini tepat di hari Ulang Tahun pertama Carl & Claire.,Essensa yang diambil dari inisial nama sahabat Nouva, menggambarkan sosok kind, supporting, dan loyal, dengan top notes rumput-rumputan (green), floral, dan lemon yang menyegarkan.,Di bagian middle notes-nya akan tercium bunga jeruk, melati dan teratai, lalu disusul aroma musky, woody, dan orris pada base notes.,Sedangkan aroma Natura menggambarkan sosok,, menguatkan, dan memberi motivasi lewat aroma violet, lotus, dan verbena sebagai pembuka. Diikuti lily of the valley dan tea rose di bagian tengah, lalu musk, cendana, dan amber di base notes.,Keduanya dikemas dalam kotak bening 30 ml dan bisa didapatkan seharga Rp 299.000 di situs Carl & Claire, shopee.com, Blibli.com atau di offline store.,Kedua parfum ini mengajarkan bahwa walau sempat terpuruk, namun akhirnya ada hal yang bisa dipelajari dari pandemi. ""Kesulitan bukan cobaan, tapi bagaimana kita memandang segala sesuatu lebih positif,"" ujar Nouva."
"Kekecewaan Farid Aja Melihat Pernikahan Reza Bukan, Kenapa? ","28/09/2020, 11:17 WIB",NEWS,"- Tak bisa dipungkiri,  , dan  , sempat menjadi sahabat ketika keduanya kerap kali dipasangkan sebagai pembawa acara di acara televisi. ,Farid Aja mengaku kecewa dengan sikap Reza Bukan yang tak memberikan kabar seputar pernikahan sahabatnya itu.,Padahal, Farid berharap, apabila Reza Bukan bisa menghubunginya selepas bebas dari Rutan Salemba, Jakarta Pusat. ,""Ya kecewa ya, karena teman di saat bahagia kok enggak mendapat kabarnya gitu lho. Dari awal aku berharap mungkin di gereja nikah lagi aku dikabarin, ternyata enggak diundang juga, ya sudah,"" kata Farid Aja via telepon, Minggu (27/9/2020).  ,Bahkan, Farid hanya bisa mengetahui Reza Bukan  , lewat pemberitaan saja. ,""Ya aku tahu dari media aja. Banyak yang nanya dan aku enggak tahu apa-apa, takut ngasih jawaban salah soalnya enggak ada kabar,"" tutur Farid Aja. ,Meski kecewa dengan Reza Bukan, Farid tetap memberikan harapan untuk pernikahan sahabatnya itu. Dia berdoa agar Reza dan istrinya diberikan kebahagiaan. ,""Ya harapannya semoga dengan pernikahan ini Reza semakin berbahagia, terus dengan istri yang sekarang juga bisa tenang kembali bahagia dan menata hidup kembali. Setelah kemarin mengalami ujian yang berat mudah-mudahan ini bisa mengobati semuanya, amin,"" ucap Farid. ,Untuk diketahui, Reza Bukan melangsungkan pernikan dengan seorang pendeta bernama Serevina pada Minggu kemarin. ,Mereka menggelar pernikahan melalui prosesi pemberkatan dan hanya mengundang keluarga terdekat saja."
